fid,profile_id,section_id,orientation,notes,distance,angle
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.3000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.4000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.5000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.6000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.7000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.8000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,33.9000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.0000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.1000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.2000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.3000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.4000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.5000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.6000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.7000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.8000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,34.9000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.0000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.1000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.2000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.3000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.4000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.5000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.6000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.7000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.8000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,35.9000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.0000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.1000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.2000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.3000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.4000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.5000000000002,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.6000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.7000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.8000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,36.9000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.0000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.1000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.2000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.3000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.4000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.5000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.6000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.7000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.8000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,37.9000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.0000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.1000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.2000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.3000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.4000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.5000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.6000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.7000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.8000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,38.9000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.0000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.1000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.2000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.3000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.4000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.5000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.6000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.7000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.8000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,39.9000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.0000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.1000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.2000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.3000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.4000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.5000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.6000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.7000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.8000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,40.9000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.0000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.1000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.2000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.3000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.4000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.5000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.6000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.7000000000003,212.351971855461
1,P02_LONG,C-C',longitudinal,Main ridge profile,41.8000000000003,212.351971855461
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,0.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,1.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,2.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,3.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,4.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,5.99999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.09999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.19999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.29999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.39999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.49999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.59999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.69999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.79999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.89999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,6.99999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.09999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.19999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.29999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.39999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.49999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.59999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.69999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.79999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.89999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,7.99999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.09999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.19999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.29999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.39999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.49999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.59999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.69999999999999,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.79999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.89999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,8.99999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.09999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.19999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.29999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.39999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.49999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.59999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.69999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.79999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.89999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,9.99999999999998,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,10.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,11.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,12.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,13.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,14.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,15.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,16.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,17.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,18.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,19.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,20.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.6,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.7,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.8,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,21.9,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.1,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.2,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.3,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.4,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.5,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.6000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.7000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.8000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,22.9000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,23.0000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,23.1000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,23.2000000000001,261.469234390053
2,P02_CROSS,D-D',transverse,Broad cross-pile profile,23.3000000000001,261.469234390053
